SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
29,9:25:10,6/2/2022,JSG 2022,MS,,1,South,,0.153213,2.922743,0.145581,1.912676,1.132359,1.087129,2.228067,1.095708,12.777916,13.309538,26.188286,0.441786,PSF-00495_20220602092510,0,0,0,115.314957,424.959534,0.728645,0.5,0.8,31.587626,48.2,46.27,20.02,19.17,85.08,156.8,157.1,-0.2,108,4.062,9:23:00,6/2/2022,0.12,-0.001,0,-0.011,0.556,1.192,2.701,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.497256,2.440841,1.660613,0.936226,0.332928,-0.009345,0.228776,0.198874,115.314957,0.000302,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602092510,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
30,9:25:52,6/2/2022,JSG 2022,MS,,1,South,,0.201268,2.922268,0.188299,2.585293,1.129311,1.068154,2.274005,1.144693,12.555433,13.274303,26.729412,0.441786,PSF-00495_20220602092552,0,0,0,101.039528,394.262909,0.743726,0.5,0.8,27.052649,48.33,45.71,19.93,19.49,85.07,156.8,157,-0.1,91,4.061,9:23:00,6/2/2022,0.12,-0.001,-0.004,-9999,-0.153,0.492,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.496472,2.441041,1.660118,0.935905,0.334119,-0.004806,0.233265,0.184213,101.039528,0.000316,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602092552,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
31,9:27:01,6/2/2022,JSG 2022,MS,,2,South,,0.21978,2.920514,0.204398,3.459284,1.265743,1.18394,2.672064,1.406321,13.918224,14.879887,31.412394,0.441786,PSF-00495_20220602092701,0,0,0,213.836075,266.751038,0.198368,0.5,0.8,121.153198,54.46,50.94,19.85,22.11,85.06,156.6,157.1,-0.4,1527,4.06,9:23:00,6/2/2022,0.12,-0.001,-0.001,-0.002,-2.1,-4.522,-10.706,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.503972,2.449208,1.658295,0.936331,0.335265,0.025102,0.240537,1.391156,213.836075,0.00029,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602092701,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
32,9:27:20,6/2/2022,JSG 2022,MS,,2,South,,0.255173,2.923106,0.234686,3.877662,1.219144,1.127584,2.593152,1.374009,13.255591,14.331949,30.484451,0.441786,PSF-00495_20220602092720,0,0,0,121.904968,157.798645,0.227465,0.5,0.8,65.892899,52.41,48.47,19.86,21.62,85.06,156.9,155.7,0.8,724,4.059,9:23:00,6/2/2022,0.12,-0.003,0,0.017,-0.944,-2.091,-4.304,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.50045,2.446491,1.660991,0.932644,0.33507,0.019444,0.242867,0.716496,121.904968,0.000293,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602092720,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
33,9:27:44,6/2/2022,JSG 2022,MS,,2,South,,0.240409,2.920509,0.222124,3.762592,1.187182,1.09812,2.596092,1.408909,12.908963,13.95593,30.518377,0.441786,PSF-00495_20220602092744,0,0,0,265.512238,331.37442,0.198755,0.5,0.8,116.984337,50.94,47.12,19.89,21.64,85.07,156.6,156.7,-0.1,1471,4.058,9:23:00,6/2/2022,0.12,-0.001,0,0.012,-2.295,-4.639,-10.894,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.498511,2.444543,1.658289,0.93531,0.334696,0.019343,0.245753,1.344587,265.512238,0.000298,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602092744,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
34,9:28:41,6/2/2022,JSG 2022,MS,,3,South,,0.143046,2.921492,0.136369,2.711162,1.170071,1.105928,2.821737,1.651666,12.999717,13.753684,33.168316,0.441786,PSF-00495_20220602092841,0,0,0,166.823029,301.713104,0.447081,0.5,0.8,312.38031,50.17,47.42,19.9,23.01,85.07,156.7,156.7,0,1747,4.057,9:23:00,6/2/2022,0.12,-0.002,0.001,0.005,24.815,2.807,-10.245,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.49894,2.443513,1.65931,0.935237,0.334538,0.034632,0.252517,1.575994,166.823029,0.000295,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602092841,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
35,9:29:04,6/2/2022,JSG 2022,MS,,3,South,,0.161947,2.921517,0.153442,3.070289,1.227024,1.154431,2.888243,1.661218,13.568892,14.422135,33.947678,0.441786,PSF-00495_20220602092904,0,0,0,134.962677,175.869232,0.232596,0.5,0.8,157.97966,52.49,49.38,19.94,23.4,85.08,156.7,156.9,-0.2,1698,4.056,9:23:00,6/2/2022,0.12,0.002,0.003,0.008,-1.576,-3.835,-10.082,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.501735,2.446583,1.659336,0.935875,0.334009,0.038579,0.25539,1.534996,134.962677,0.000275,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602092904,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
36,9:29:24,6/2/2022,JSG 2022,MS,,3,South,,0.106269,2.922383,0.10254,2.116404,1.168637,1.118595,2.882914,1.714277,13.147138,13.7353,33.883652,0.441786,PSF-00495_20220602092924,0,0,0,139.773483,185.556656,0.246734,0.5,0.8,170.844208,49.86,47.73,19.98,23.37,85.08,156.8,156.7,0.1,1731,4.055,9:23:00,6/2/2022,0.12,0.002,0.001,0.005,-4.65,-3.632,-11.486,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.499358,2.44308,1.660237,0.935186,0.333455,0.037768,0.257956,1.562778,139.773483,0.000297,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602092924,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
37,9:30:03,6/2/2022,JSG 2022,MS,,4,South,,0.127025,2.922968,0.121735,1.64393,1.206009,1.167174,2.331075,1.125066,13.718427,14.17487,27.39838,0.441786,PSF-00495_20220602093003,0,0,0,124.301437,413.585541,0.699454,0.5,0.8,22.949566,51.35,49.7,20.01,19.89,85.08,156.9,156.7,0.1,82,4.055,9:23:00,6/2/2022,0.12,0.001,0.001,-9999,0.024,-0.001,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.502165,2.445056,1.660847,0.93522,0.333003,-0.001369,0.262576,0.176725,124.301437,0.000304,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602093003,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
38,9:30:19,6/2/2022,JSG 2022,MS,,4,South,,0.097187,2.922522,0.094059,1.210923,1.226557,1.197947,2.299258,1.072701,14.07937,14.415625,27.022993,0.441786,PSF-00495_20220602093019,0,0,0,110.96048,408.782959,0.728559,0.5,0.8,24.653942,52.23,51.01,20.01,19.67,85.09,156.8,131.9,15.9,85,4.055,9:23:00,6/2/2022,0.12,0.002,0.002,-9999,0.381,0.236,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.50403,2.446219,1.660382,0.874323,0.333007,-0.003784,0.264375,0.178886,110.96048,0.000302,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602093019,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
39,9:30:56,6/2/2022,JSG 2022,MS,,4,South,,0.09834,2.921573,0.095138,1.252702,1.208268,1.178643,2.305443,1.097174,13.852901,14.201095,27.096474,0.441786,PSF-00495_20220602093056,0,0,0,131.158585,398.394592,0.670782,0.5,0.8,23.978573,51.49,50.23,20,19.71,85.08,156.7,155.3,0.9,89,4.054,9:23:00,6/2/2022,0.12,-0.001,0.001,-9999,-0.07,1.149,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.502922,2.445243,1.659394,0.931765,0.33318,-0.003169,0.268496,0.182895,131.158585,0.0003,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602093056,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
1,11:08:16,6/2/2022,JSG 2022,MS,,1,North,,0.201964,2.922758,0.18891,2.173414,1.228103,1.176789,2.186864,0.958762,13.837782,14.441175,25.715185,0.441786,PSF-00495_20220602110816,0,0,0,126.262665,319.753998,0.605126,0.5,0.8,85.101273,54.27,52,19.41,18.87,85.04,156.8,154.4,1.6,352,4.052,11:07:24,6/2/2022,-0.08,-0.004,-0.004,-0.015,-0.087,0.309,4.01,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.505584,2.449315,1.660629,0.929438,0.341122,-0.00594,0.155651,0.403296,126.262665,0.000297,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602110816,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
2,11:08:56,6/2/2022,JSG 2022,MS,,1,North,,0.178606,2.921314,0.168315,1.946511,1.257057,1.211067,2.220367,0.96331,14.241769,14.7826,26.11083,0.441786,PSF-00495_20220602110856,0,0,0,142.934204,319.52478,0.552666,0.5,0.8,76.568283,55.53,53.49,19.42,19.11,85.04,156.7,157.1,-0.3,346,4.051,11:07:24,6/2/2022,-0.08,-0.002,0.001,0.003,-0.961,-1.469,-3.765,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.507687,2.450964,1.659125,0.936219,0.341019,-0.003382,0.161664,0.398903,142.934204,0.000292,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602110856,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
3,11:09:44,6/2/2022,JSG 2022,MS,,1,North,,0.264998,2.921424,0.242959,2.651595,1.219688,1.157016,2.129485,0.909796,13.606029,14.343029,25.041859,0.441786,PSF-00495_20220602110944,0,0,0,140.63501,363.902435,0.613536,0.5,0.8,89.129341,53.8,51.04,19.44,18.44,85.04,156.7,156.8,-0.1,363,4.043,11:07:24,6/2/2022,-0.08,0.001,0.002,-9999,0.084,-0.025,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.50421,2.448693,1.65924,0.935426,0.340733,-0.010838,0.168635,0.413041,140.63501,0.000304,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602110944,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
4,11:14:43,6/2/2022,JSG 2022,MS,,2,North,,0.279013,2.922209,0.254695,5.076998,1.464539,1.344966,3.113995,1.649456,15.816342,17.222477,36.619511,0.441786,PSF-00495_20220602111443,0,0,0,265.955322,305.290466,0.128845,0.5,0.8,115.563072,58.54,53.76,21.04,24.65,85.04,156.8,156.4,0.2,2242,4.042,11:07:24,6/2/2022,-0.08,0,0.002,0.001,-2.404,-4.696,-10.342,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.507678,2.454565,1.660056,0.934551,0.319588,0.040618,0.212811,1.992484,265.955322,0.000281,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602111443,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
5,11:15:02,6/2/2022,JSG 2022,MS,,2,North,,0.211203,2.921604,0.196964,4.222801,1.401251,1.30167,3.175374,1.774123,15.306787,16.477789,37.340317,0.441786,PSF-00495_20220602111502,0,0,0,193.077927,226.173874,0.14633,0.5,0.8,128.916351,55.54,51.59,21.18,24.98,85.04,156.7,150.6,3.9,2202,4.041,11:07:24,6/2/2022,-0.08,0.001,0.003,-9999,-1.924,-4.494,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.504588,2.45061,1.659426,0.919894,0.317828,0.042843,0.215369,1.959039,193.077927,0.000293,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602111502,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
6,11:15:23,6/2/2022,JSG 2022,MS,,2,North,,0.131751,2.921503,0.126066,2.926991,1.401049,1.332018,3.3207,1.919651,15.663341,16.475077,39.048454,0.441786,PSF-00495_20220602111523,0,0,0,113.513588,137.439606,0.174084,0.5,0.8,153.438293,55.09,52.37,21.31,25.73,85.04,156.7,156.8,-0.1,2204,4.041,11:07:24,6/2/2022,-0.08,0,0.001,-0.001,-1.679,-3.687,-10.055,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.505658,2.449987,1.659321,0.935497,0.316158,0.05011,0.218081,1.95989,113.513588,0.000281,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602111523,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
7,11:15:42,6/2/2022,JSG 2022,MS,,2,North,,0.15961,2.922084,0.151344,3.10129,1.39731,1.324198,3.09394,1.69663,15.571202,16.430918,36.381531,0.441786,PSF-00495_20220602111542,0,0,0,122.664574,156.140686,0.214397,0.5,0.8,189.834351,54.59,51.73,21.41,24.54,85.04,156.7,156.4,0.2,2214,4.038,11:07:24,6/2/2022,-0.08,0.001,0.003,-9999,-1.18,-1.802,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.50473,2.449311,1.659926,0.93444,0.314836,0.035163,0.220626,1.968356,122.664574,0.000294,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602111542,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
8,11:18:03,6/2/2022,JSG 2022,MS,,3,North,,0.129545,2.921017,0.124044,1.634659,1.320559,1.281953,2.416666,1.096107,15.073779,15.527726,28.416241,0.441786,PSF-00495_20220602111803,0,0,0,166.634201,385.585419,0.567841,0.5,0.8,75.477486,49.8,48.35,21.99,20.48,85.05,156.6,156.5,0,332,4.037,11:17:45,6/2/2022,0.02,0,0,0.01,-0.894,-1.584,1.69,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.499793,2.442729,1.658816,0.934888,0.307638,-0.016888,0.238289,0.387086,166.634201,0.000306,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602111803,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
9,11:18:44,6/2/2022,JSG 2022,MS,,3,North,,0.076846,2.919938,0.074876,1.01604,1.300872,1.276851,2.42955,1.128677,15.014404,15.296867,28.568907,0.441786,PSF-00495_20220602111844,0,0,0,120.869278,341.175568,0.645727,0.5,0.8,81.018898,48.93,48.03,22.03,20.56,85.04,156.5,156.5,0,314,4.035,11:17:45,6/2/2022,0.02,0,0.002,0.011,-0.515,-0.206,-0.445,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.499327,2.441557,1.657697,0.934843,0.307103,-0.016429,0.24295,0.37143,120.869278,0.000306,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602111844,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
10,11:19:01,6/2/2022,JSG 2022,MS,,3,North,,0.236714,2.922653,0.218978,2.885979,1.31758,1.249511,2.413775,1.096194,14.692995,15.493425,28.383575,0.441786,PSF-00495_20220602111901,0,0,0,116.274475,330.119843,0.647781,0.5,0.8,77.085335,49.56,47,22.03,20.46,85.04,156.8,156.4,0.3,297,4.034,11:17:45,6/2/2022,0.02,0.001,0.002,0.019,0.103,0.785,1.402,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.49786,2.442399,1.660518,0.934562,0.307113,-0.017576,0.244837,0.357834,116.274475,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602111901,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
11,11:20:12,6/2/2022,JSG 2022,MS,,4,North,,0.182582,2.921398,0.171842,2.147432,1.375931,1.325263,2.415022,1.039091,15.582893,16.178663,28.396658,0.441786,PSF-00495_20220602112012,0,0,0,146.915314,401.100403,0.633719,0.5,0.8,73.910477,51.78,49.87,22.02,20.46,85.05,156.7,127.4,18.7,292,4.034,11:17:45,6/2/2022,0.02,0.002,0.002,0.012,0.716,3.53,11.847,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.501954,2.445345,1.659213,0.863796,0.307198,-0.017407,0.252841,0.352855,146.915314,0.000295,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602112012,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
12,11:20:49,6/2/2022,JSG 2022,MS,,4,North,,0.146447,2.922617,0.139459,1.871026,1.423479,1.379403,2.537865,1.114385,16.220156,16.738447,29.84231,0.441786,PSF-00495_20220602112049,0,0,0,180.769806,428.65921,0.57829,0.5,0.8,78.676834,53.59,51.93,22.02,21.27,85.04,156.8,155.7,0.7,340,4.033,11:17:45,6/2/2022,0.02,0.003,0.002,0.002,0.574,2.723,12.509,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.504871,2.447742,1.660481,0.932861,0.307288,-0.008467,0.257074,0.393665,180.769806,0.000301,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602112049,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
13,11:21:03,6/2/2022,JSG 2022,MS,,4,North,,0.168644,2.92299,0.159445,2.724333,1.444817,1.380673,2.861121,1.416304,16.234804,16.989052,33.642838,0.441786,PSF-00495_20220602112103,0,0,0,117.166397,428.758606,0.726731,0.5,0.8,59.750618,54.39,51.97,22.02,23.24,85.04,156.9,156.3,0.3,206,4.032,11:17:45,6/2/2022,0.02,0,0,-9999,0.297,0.624,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.504931,2.448792,1.66087,0.934374,0.307267,0.013498,0.258687,0.280546,117.166397,0.000306,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602112103,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
14,11:22:11,6/2/2022,JSG 2022,MS,,1,Central,,0.127465,2.922629,0.122138,1.86166,1.425952,1.3821,2.690757,1.264806,16.252634,16.768309,31.641636,0.441786,PSF-00495_20220602112211,0,0,0,161.86058,222.232468,0.271661,0.5,0.8,66.985008,53.62,51.97,22.04,22.23,85.04,156.8,156.7,0.1,616,4.032,11:17:45,6/2/2022,0.02,-0.001,0,-9999,-0.391,2.556,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.504924,2.447778,1.660494,0.93515,0.307052,0.00194,0.266516,0.625913,161.86058,0.000289,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602112211,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
15,11:22:42,6/2/2022,JSG 2022,MS,,1,Central,,0.173071,2.922288,0.163394,2.604094,1.505112,1.443811,2.825954,1.320842,16.977617,17.698458,33.230099,0.441786,PSF-00495_20220602112242,0,0,0,122.02227,242.988464,0.497827,0.5,0.8,131.651627,56.4,54.1,22.09,23.04,85.04,156.8,155.8,0.6,661,4.03,11:17:45,6/2/2022,0.02,-0.002,0.002,-0.005,-0.274,-0.769,-4.019,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.507901,2.451408,1.660139,0.933035,0.306328,0.010331,0.270346,0.663478,122.02227,0.000299,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602112242,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
16,11:22:58,6/2/2022,JSG 2022,MS,,6,Central,,0.04948,2.921533,0.048656,0.817435,1.388113,1.368833,2.781742,1.393629,16.096672,16.323399,32.711655,0.441786,PSF-00495_20220602112258,0,0,0,122.989296,177.214981,0.305988,0.5,0.8,60.130211,51.95,51.23,22.12,22.78,85.04,156.7,156.3,0.2,491,4.03,11:17:45,6/2/2022,0.02,-0.001,-0.004,-9999,1.475,4.656,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.503851,2.445549,1.659353,0.934259,0.306077,0.007174,0.272222,0.520712,122.989296,0.000301,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602112258,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
17,11:23:24,6/2/2022,JSG 2022,MS,,1,Central,,0.249552,2.922519,0.22992,2.938217,1.397053,1.327812,2.459145,1.062092,15.614291,16.428522,28.918098,0.441786,PSF-00495_20220602112324,0,0,0,211.335541,407.819519,0.481791,0.5,0.8,88.718124,52.21,49.62,22.14,20.76,85.04,156.8,156.9,-0.1,460,4.03,11:17:45,6/2/2022,0.02,0.001,0.002,0.023,-1.575,-2.16,2.389,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.501569,2.445888,1.66038,0.935767,0.305788,-0.015473,0.275181,0.49472,211.335541,0.000306,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602112324,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
18,11:23:45,6/2/2022,JSG 2022,MS,,2,Central,,0.216497,2.922095,0.201563,2.721153,1.351967,1.287785,2.474168,1.122201,15.143734,15.898474,29.095018,0.441786,PSF-00495_20220602112345,0,0,0,118.184921,249.526978,0.526364,0.5,0.8,104.413368,50.51,48.11,22.14,20.86,85.04,156.8,156.6,0.1,496,4.028,11:17:45,6/2/2022,0.02,0.001,0.001,0.009,-0.946,-1.912,-2.055,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.499426,2.44364,1.659937,0.935036,0.305747,-0.014424,0.277496,0.524611,118.184921,0.000301,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602112345,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
19,11:23:57,6/2/2022,JSG 2022,MS,,2,Central,,0.146681,2.922965,0.139672,1.973065,1.340096,1.293589,2.514055,1.173959,15.213143,15.760092,29.566339,0.441786,PSF-00495_20220602112357,0,0,0,101.402519,210.391052,0.518028,0.5,0.8,104.755249,50.07,48.33,22.14,21.12,85.03,156.9,156.7,0.1,506,4.029,11:17:45,6/2/2022,0.02,0.006,0.005,-9999,0.066,0.257,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.499734,2.44305,1.660844,0.935231,0.305744,-0.011566,0.278805,0.532706,101.402519,0.000307,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602112357,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
20,11:24:16,6/2/2022,JSG 2022,MS,,2,Central,,0.240925,2.921495,0.222571,3.115104,1.32839,1.254865,2.491783,1.163393,14.757345,15.622004,29.303627,0.441786,PSF-00495_20220602112416,0,0,0,200.709702,368.265503,0.454986,0.5,0.8,93.332413,49.64,46.89,22.14,20.97,85.03,156.7,156.4,0.1,513,4.028,11:17:45,6/2/2022,0.02,0,0.002,0.016,-2.379,-3.577,-3.344,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.497675,2.442476,1.659314,0.934627,0.305769,-0.013137,0.28087,0.538827,200.709702,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602112416,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
